,spam,text,crowd,spanish,language,english
3207,0,"At home also.
",0,"En casa también.
",en,"At home also.
"
3208,0,"This phone has the weirdest auto correct.
",0,"Este teléfono tiene el Auto Correcto más extraño.
",en,"This phone has the weirdest auto correct.
"
3209,0,"Oops my phone died and I didn't even know. Yeah I like it better.
",0,"Vaya, mi teléfono murió y yo ni siquiera lo sabía. Sí, me gusta más.
",en,"Oops my phone died and I didn't even know. Yeah I like it better.
"
3210,0,"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
",0,"No he preguntado si puedes 1er Wat. De conocer 4 almuerzos den u y él me encuentro ya puede lor. ¿O eres 2, pregúntale a Da Ge 1st, ¿confirma qué lo antes posible?
",en,"Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
"
3211,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
",0,"Ella dijo: ""¿Te importa si voy al dormitorio por un minuto? '' '' Ok '', me sede en un estado de ánimo sexy. Ella salió 5 minuts latr wid un pastel ... n mi esposa,
",en,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
"
3212,0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx
",0,"¡Oh, sí, y lo pasé muy bien en Newquay-envíe una postal! 1 Cuídate de todas las chicas mientras me fui (¡sabes que 1im habla!) XX
",en,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx
"
3213,0,"We got a divorce. Lol. She.s here
",0,"Nos divorciamos. Jajaja. Ella está aquí
",en,"We got a divorce. Lol. She.s here
"
3214,0,"What's ur pin?
",0,"¿Cuál es tu pin?
",en,"What's ur pin?
"
3215,0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
",0,"Nena, ¿tienes suficiente dinero para recoger pan y leche? ¿Y te devolveré cuando llegues a casa?
",en,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?
"
3216,0,"I want snow. It's just freezing and windy.
",0,"Quiero nieve. Es solo helado y ventoso.
",en,"I want snow. It's just freezing and windy.
"
3217,1,"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
",0,"¡URGENTE! Estamos tratando de contactar a los sesiones de los Estados Unidos que has ganado un premio de £ 2000 garantizado. Llame al 09066358361 desde la línea fija. Reclamación Y87. Válido 12 horas solamente
",en,"URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
"
3218,0,"Come to mahal bus stop.. &lt;DECIMAL&gt;
",0,"Ven a la parada de autobús de Mahal .. & lt; decimal & gt;
",en,"Come to mahal bus stop.. &lt;DECIMAL&gt;
"
3219,0,"Don know:)this week i'm going to tirunelvai da.
",0,"No lo sepa :) Esta semana voy a Tirunelvai DA.
",en,"Don know:)this week i'm going to tirunelvai da.
"
3220,0,"Me too baby! I promise to treat you well! I bet you will take good care of me...
",0,"¡Yo también, cariño! ¡Prometo tratarte bien! Apuesto a que me cuidarás bien ...
",en,"Me too baby! I promise to treat you well! I bet you will take good care of me...
"
3221,0,"Its like that hotel dusk game i think. You solve puzzles in a area thing
",0,"Es como ese juego del anochecer del hotel, creo. Resueltas rompecabezas en una cosa de área
",en,"Its like that hotel dusk game i think. You solve puzzles in a area thing
"
3222,1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
",0,"Gracias por su pedido de tono de llamada, número de referencia X29. Su móvil se le cobrará 4.50. Si su tono no llega, llame al Servicio al Cliente 09065989180
",en,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
"
3223,0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
",0,"¡Hola mi amor! ¿Cómo va ese día? Joder, esta mañana me desperté y dejé caer mi celda en las escaleras, pero parece estar bien ... * Pofes * ¡Te extraño!
",en,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !
"
3224,0,"Well that must be a pain to catch
",0,"Bueno, eso debe ser un dolor para atrapar
",en,"Well that must be a pain to catch
"
3225,0,"Sorry da thangam.it's my mistake.
",0,"Lo siento da Thangam. Es mi error.
",en,"Sorry da thangam.it's my mistake.
"
3226,0,"I need... Coz i never go before 
",0,"Necesito ... porque nunca voy antes
",en,"I need... Coz i never go before 
"
3227,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
",0,"Rose para rojo, rojo para sangre, sangre por corazón, corazón para ti. Pero tú para mí ... envía esto a todos tus amigos ... incluyéndome a mí ... si te gusto ... si regresas, 1-u r pobre en relación! 2-u necesita unos 1 para apoyar 3-u r frnd 2 muchos 4-some1 luvs u 5+-algún1 está rezando a Dios que se case contigo. :-) Pruébalo ...
",en,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....
"
3228,0,"Wife.how she knew the time of murder exactly
",0,"Esposa. ¿Cómo sabía exactamente el momento del asesinato?
",en,"Wife.how she knew the time of murder exactly
"
3229,1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
",0,"¡Seis oportunidades de ganar efectivo! De 100 a 20,000 libras txt> CSH11 y envíe a 87575. Costo 150p/día, 6 días, 16+ Tsandcs aplicar respuesta hl 4 información
",en,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
"
3230,1,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
",0,"Ur, el equilibrio de efectivo actualmente tiene 500 libras, para maximizar su efectivo, ahora envíe cobranza a 83600 solo 150p/msg. CC: 08718720201 PO Box 114/14 TCR/W1
",en,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
"
3231,0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?
",0,"Me siento como un idiota porque sigo durmiendo a través de tus mensajes de mensajes de texto y Facebook. ¿Sup, tú en la ciudad?
",en,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?
"
3232,0,"No plm i will come da. On the way.
",0,"No PLM vendré da. En camino.
",en,"No plm i will come da. On the way.
"
3233,0,"Guess he wants alone time. We could just show up and watch when they do..
",0,"Supongo que quiere tiempo a solas. Podríamos aparecer y ver cuando lo hagan ...
",en,"Guess he wants alone time. We could just show up and watch when they do..
"
3234,0,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
",0,"Altura del reciclaje: Leer dos veces: ¡las personas pasan tiempo para ganar dinero y el mismo dinero se gasta para pasar tiempo! ;-) Buenos días ... Sigue sonriendo :-)
",en,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
"
3235,0,"Yup ü not comin :-(
",0,"Sí, no viene :-(
",en,"Yup ü not comin :-(
"
3236,0,"Yes, princess. Toledo.
",0,"Si, princesa. Toledo.
",en,"Yes, princess. Toledo.
"
3237,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me
",0,"Envíame un mensaje de texto cuando vuelvas a Mu y te pasaré, necesito que alguien me consiga la puerta
",en,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me
"
3238,0,"Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
",0,"Ron dice Fri Leh. N Dijo que Ding Tai Feng no puede hacer reservas. Pero él dijo que espera lor.
",en,"Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
"
3239,0,"Good. No swimsuit allowed :)
",0,"Bien. No se permite traje de baño :)
",en,"Good. No swimsuit allowed :)
"
3240,0,"Am okay. Will soon be over. All the best
",0,"Estoy bien. Pronto terminará. Mis mejores deseos
",en,"Am okay. Will soon be over. All the best
"
3241,0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....
",0,"Un lindo pensamiento para la amistad: ""No es necesario compartir cada secreto con su cercano, pero lo que sea que haya compartido debería ser cierto"" ...
",en,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....
"
3242,0,"Ok i've sent u da latest version of da project.
",0,"Ok, te he enviado la última versión del proyecto DA.
",en,"Ok i've sent u da latest version of da project.
"
3243,0,"Good Morning my Dear........... Have a great &amp; successful day.
",0,"Buenos días querida ........... Que tengan un gran & amp; día exitoso.
",en,"Good Morning my Dear........... Have a great &amp; successful day.
"
3244,0,"Pls accept me for one day. Or am begging you change the number.
",0,"Por favor, acepte por un día. O le estoy rogando que cambie el número.
",en,"Pls accept me for one day. Or am begging you change the number.
"
3245,0,"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
",0,"¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡30 ¡! Este es un abrazo de Navidad ... si te gusta mi frndshp den abrazarme ... si obtienes 3 u r lindo :) 6 u r luvd:* 9 u r tan afortunado;) ninguno? La gente te odia:
",en,"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
"
3246,0,"Its ok, if anybody asks abt me, u tel them..:-P
",0,"Está bien, si alguien me pide, tú los Tels ..:-P
",en,"Its ok, if anybody asks abt me, u tel them..:-P
"
3247,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
",0,"Dato divertido que nadie enseña volcanes 2 Erupt, tsunamis 2 surgen, huracanes 2 balanceo alrededor de no 1 enseña hw 2 elige una esposa desastres naturales simplemente sucede
",en,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
"
3248,0,"* You gonna ring this weekend or wot?
",0,"* Vas a llamar este fin de semana o wot?
",en,"* You gonna ring this weekend or wot?
"
3249,0,"Also track down any lighters you can find
",0,"También rastree a los encendedores que pueda encontrar
",en,"Also track down any lighters you can find
"
3250,0,"Sorry, I can't help you on this.
",0,"Lo siento, no puedo ayudarte en esto.
",en,"Sorry, I can't help you on this.
"
3251,0,"Babe, I need your advice
",0,"Nena, necesito tu consejo
",en,"Babe, I need your advice
"
3252,0,"I‘ll leave around four, ok?
",0,"Me iré alrededor de las cuatro, ¿de acuerdo?
",en,"I‘ll leave around four, ok?
"
3253,0,"Come to medical college at 7pm ......forward it da
",0,"Ven a Medical College a las 7pm ...
",en,"Come to medical college at 7pm ......forward it da
"
3254,0,"K:)k..its good:)when are you going?
",0,"K :) K..Is bien :) ¿Cuándo vas?
",en,"K:)k..its good:)when are you going?
"
3255,0,"I can make lasagna for you... vodka...
",0,"Puedo hacer lasaña para ti ... vodka ...
",en,"I can make lasagna for you... vodka...
"
3256,0,"HI ITS KATE CAN U GIVE ME A RING ASAP XXX
",0,"Hola es kate, ¿puedes darme un anillo lo antes posible?
",en,"HI ITS KATE CAN U GIVE ME A RING ASAP XXX
"
3257,0,"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
",0,"¿Quiénes eran esas personas? ¿Estabas en una gira? Pensé que estabas haciendo esa cosa de sofá que me enviaste. Tu curioso azúcar
",en,"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
"
3258,0,"No, but you told me you were going, before you got drunk!
",0,"No, pero me dijiste que ibas, ¡antes de emborracharte!
",en,"No, but you told me you were going, before you got drunk!
"
3259,0,"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
",0,"Él jodiendo se acerquió. Me envió un mensaje que llegaría tarde y me zumbaría y luego no escuché una palabra de él
",en,"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
"
3260,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
",0,"¡Felicidades! Gracias a un buen amigo que has ganado el premio de Navidad de £ 2,000. 2 Reclamo es fácil, ¡solo llame al 08718726978 ahora! Solo 10p por minuto. BT-Nacional
",en,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
"
3261,0,"I'm always looking for an excuse to be in the city.
",0,"Siempre estoy buscando una excusa para estar en la ciudad.
",en,"I'm always looking for an excuse to be in the city.
"
3262,0,"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
",0,"Sí, todavía estoy tomando café con mi frens ... mi fren condujo, me dará un ascensor ...
",en,"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
"
3263,0,"O shore are you takin the bus
",0,"Oh orilla, ¿estás tomando el autobús?
",en,"O shore are you takin the bus
"
3264,0,"So u gonna get deus ex?
",0,"¿Entonces vas a conseguir Deus Ex?
",en,"So u gonna get deus ex?
"
